dialog_speaker_list,dialog_text_list,h,entailment,idx
"[""A""]","[""Referrals; Community legal education presentations; Community legal education materials, articles and web sites; Pro se clinics, distribution of pro se materials including the technologically enhanced""]","The list includes: referrals, community legal education presentations, community legal education materials, articles and websites, pro se clinics, distribution of pro se materials including the technologically enhanced. ",TRUE,12799
"[""A""]","[""We went out through that door, locking both it and that of Mrs. Inglethorp's room as before. ""]",We went through the door and locked it. ,TRUE,241958
"[""A""]","[""Such a one learns from knocks, not from warning words.""]","One like that learns from getting hit, not from warnings.",TRUE,218884
"[""A""]","[""Most of the attention, however, focused on the largest of the three pits.""]",The largest of the three pits got the most attention.,TRUE,204932
"[""A""]","[""Even now our miners work for only five years and are paid the rest of their lives for it.""]",Miners work their whole lives.,FALSE,188602
"[""A""]","[""(What does 'certified' mean, Ickes responded to Klayman, other than 'crazy'?""]",Ickes had never seen Klayman in his life. ,FALSE,32893
"[""A""]","[""U.S. elderly population-those aged 65 and over-is growing and accounts for an increasing share of the total population (see figure 1.6).""]",The population of senior citizens have been growing.,TRUE,64089
"[""A""]","[""Ibizans like their anas neat (straight).""]",The Ibizans drink anas straight.,TRUE,288869
"[""A""]","[""Around the harbor you'll still find a fishing industry based on small family-owned boats, and small workshops in the narrow back streets that still manufacture by hand.""]","In the area, you will still find many family-based fishing boats and those who make handmade items.",TRUE,252615
"[""A""]","[""The car companies also hope to convince NHTSA that slower-inflating air bags would provide almost as much protection and far less risk than posed by the current standard--as long as seat belts are also worn.""]",Car companies would like NHTSA to see the value in air backs that inflate quickly.,FALSE,308526
"[""A""]","[""yeah i've been up there""]",I have gone there.,TRUE,115392
"[""A""]","[""GAO's staff, mostly accountants, began to change to fit these new assignments.""]",New assignments prompted changes to GAO's staff.,TRUE,245432
"[""A""]","[""How agitated she had 118 been on that fatal Tuesday evening! ""]",It was in her nature to be anxious about something and that day was no different.,FALSE,95191
"[""A""]","[""Vices outlawed or heavily controlled elsewhere were legal here, available any hour of any day (or night).""]",the socially conservative government outlawed or heavily controlled vices in the area.,FALSE,274848
"[""A""]","[""'I don't know what to do,' she says. ""]",She said she knew what to do.,FALSE,321674
"[""A""]","[""Are we backing the Kosovo Liberation Army?""]",Are we backing the Kosovo Liberation Army? ,TRUE,323847
"[""A""]","[""Every counter was there before he swung.""]",His swings were being blocked.,TRUE,186194
"[""A""]","[""uh-huh i see well tell them to look at the Amiga a lot of people think it's a toy and a game machine but it is a most powerful work station all the way around multitasking and i mean a real-time multitasking operating system and computer made""]","Tell them to look at Amiga, a lot of people don't realize that it is a pathetically underpowered workstation.",FALSE,225273
"[""A""]","[""And Natalia, could you stay a moment?""]",Natalia was asked to leave.,FALSE,281369
"[""A""]","[""The building you see today was commissioned by Justinian and completed in 537, although many repairs, additions, and alterations have been made over the centuries.""]",The building you are viewing was completed in 537 and ordered by Justinian.  ,TRUE,87017
"[""A""]","[""well i i don't know i don't know how far it goes""]",I just do not know how far it is.,TRUE,278682
"[""A""]","[""huh well he made it""]",Looks like he pulled it off.,TRUE,12415
"[""A""]","[""Even accounting for pro bono work, as much as 90 percent of the legal needs of the poor go unmet, according to Bill Underwood, a law professor at Baylor University.""]",All legal needs of the poor are being met by the legal profession. ,FALSE,42589
"[""A""]","[""We have obtained the actual percentages of mail processing costs and delivery costs relative to total costs for seven posts with which we compare the predicted percentages.""]",The actual percentages of mail processing costs and delivery costs have been obtained.,TRUE,362577
"[""A""]","[""To get there from the fertile farmland of the centre of the island you drive over substantial hills, alongside cliffs, and finally down to an unexpectedly placid sea.""]",You drive over hills and alongside cliffs to get to the farmland.,TRUE,77632
"[""A""]","[""Plano oh yeah i'm out in Rowlett and we have that brown clay soil  and it's real hard to grow anything here""]",It's easy to grow anything in Rowlett.,FALSE,65824
"[""A""]","[""Directly south of the Old City just outside its walls, is Mount Zion, revered by millions and visited by hundreds daily.""]",There are a lot of visitors to Mount Zion.,TRUE,99285
"[""A""]","[""Of course it won't hurt you.""]",You won't be hurt by it. ,TRUE,322305
"[""A""]","[""Abuse is distinct from illegal acts and other noncompliance.""]",Abuse is the same as noncompliance with the rules.,FALSE,163873
"[""A""]","[""These are designed to reach people specifically having critical legal needs addressed by special legal aid projects such as domestic violence clinics, eviction prevention programs and disability advocacy units.""]",There is no need to reach out to what people consider to be critical legal needs such as domestic violence clinics.,FALSE,389380
"[""A""]","[""i have an Arrow Star van we really do uh it's it's a mini van we've had it goodness in May will be five years and uh they replace the engine at sixty thousand under extended warranty and the transmission was replaced but they really are nifty um the mini van it's actually we had a station wagon before and it's a foot or two shorter than a we had a regular size station wagon""]","We bought the van first, and later decided on buying the station wagon.",FALSE,113425
"[""A""]","[""we usually don't uh we usually don't have very cold weather down here you know during uh during football season it it gets colder later on in the season""]",The cold weather here is so regular and intolerable.,FALSE,375905
"[""A""]","[""In some textbooks on evaluation, case studies are synonymous with qualitative data-that is, data that are subjective or judgmental.""]",Case study data is quantitative. ,FALSE,98967
"[""A""]","[""Hideyoshi moved many of Kyoto's temples to this long narrow road during his reorganization of the city in 1591 following its near-total destruction by clan warfare.""]",Hideyoshi moved temples during his reorganization. ,TRUE,344945
"[""A""]","[""Once in a while.""]",Always doing it every day.,FALSE,315244
"[""A""]","[""oh say that she needed that didn't she  you know it must be hard when you have a lot of children i you know to have i was an only child my mother was an only child so i  you know i wasn't raised with  brothers or sisters and i always got all the attention so i wouldn't know  i think i would be extremely jealous or would have been  had there  been another child in the family""]",When I was a child I had a lot of siblings it was stressful on my parents.,FALSE,105915
"[""A""]","[""Quickest way to get here.""""]",Fastest travel route here.,TRUE,13812
"[""A""]","[""Once royal hunting grounds, today these areas are used for open-air events, concerts, and fireworks displays; the park's trees are almost completely gone.""]",These areas continue with their long legacy of being royal hunting grounds.,FALSE,290428
